tday,stocks,cl
20100412,EWG,2011
20100412,EWJ,981
20100412,EWQ,2222
20100412,EWU,1381
20100412,EWY,4870
20100412,EWZ,NaN
20100412,FXI,3905
20100413,EWC,2561
20100413,EWG,2012
20100413,EWJ,979
20100413,EWQ,2213
20100413,EWU,1380
20100413,EWY,4865
20100413,EWZ,NaN
20100413,FXI,3891
20100414,EWC,2588
20100414,EWG,2036
20100414,EWJ,984
20100414,EWQ,2245
20100414,EWU,1401
20100414,EWY,4982
20100414,EWZ,NaN
20100414,FXI,3930
20100415,EWC,2585
20100415,EWG,2031
20100415,EWJ,988
20100415,EWQ,2231
20100415,EWU,1408
20100415,EWY,4994
20100415,EWZ,NaN
20100415,FXI,3897
20100416,EWC,2524
20100416,EWG,1989
20100416,EWJ,970
20100416,EWQ,2173
20100416,EWU,1383
20100416,EWY,4897
20100416,EWZ,NaN
20100416,FXI,3756
20100419,EWC,2528
20100419,EWG,1979
20100419,EWJ,968
20100419,EWQ,2171
20100419,EWU,1370
20100419,EWY,4841
20100419,EWZ,NaN
20100419,FXI,3720
20100420,EWC,2576
20100420,EWG,2002
20100420,EWJ,964
20100420,EWQ,2181
20100420,EWU,1389
20100420,EWY,4901
20100420,EWZ,NaN
20100420,FXI,3780
20100421,EWC,2569
20100421,EWG,1989
20100421,EWJ,968
20100421,EWQ,2157
20100421,EWU,1378
20100421,EWY,4963
20100421,EWZ,NaN
20100421,FXI,3727
20100422,EWC,2577
20100422,EWG,1971
20100422,EWJ,960
20100422,EWQ,2126
20100422,EWU,1365
20100422,EWY,4974
20100422,EWZ,NaN
20100422,FXI,3744
20100423,EWC,2587
20100423,EWG,1993
20100423,EWJ,966
20100423,EWQ,2145
20100423,EWU,1380
20100423,EWY,4999
20100423,EWZ,NaN
20100423,FXI,3732
20100426,EWC,2595
20100426,EWG,2002
20100426,EWJ,973
20100426,EWQ,2145
20100426,EWU,1381
20100426,EWY,5014
20100426,EWZ,NaN
20100426,FXI,3734
20100427,EWC,2522
20100427,EWG,1916
20100427,EWJ,955
20100427,EWQ,2029
20100427,EWU,1325
20100427,EWY,4837
20100427,EWZ,NaN
20100427,FXI,3591
20100428,EWC,2528
20100428,EWG,1907
20100428,EWJ,951
20100428,EWQ,2020
20100428,EWU,1326
20100428,EWY,4904
20100428,EWZ,NaN
20100428,FXI,3630
20100429,EWC,2574
20100429,EWG,1931
20100429,EWJ,963
20100429,EWQ,2057
20100429,EWU,1343
20100429,EWY,4967
20100429,EWZ,NaN
20100429,FXI,3637
20100430,EWC,2539
20100430,EWG,1924
20100430,EWJ,960
20100430,EWQ,2033
20100430,EWU,1315
20100430,EWY,4915
20100430,EWZ,NaN
20100430,FXI,3625
20100503,EWC,2559
20100503,EWG,1934
20100503,EWJ,963
20100503,EWQ,2055
20100503,EWU,1311
20100503,EWY,4905
20100503,EWZ,NaN
20100503,FXI,3658
20100504,EWC,2485
20100504,EWG,1852
20100504,EWJ,933
20100504,EWQ,1958
20100504,EWU,1284
20100504,EWY,4705
20100504,EWZ,NaN
20100504,FXI,3523
20100505,EWC,2441
20100505,EWG,1804
20100505,EWJ,932
20100505,EWQ,1893
20100505,EWU,1245
20100505,EWY,4614
20100505,EWZ,NaN
20100505,FXI,3467
20100506,EWC,2373
20100506,EWG,1738
20100506,EWJ,927
20100506,EWQ,1775
20100506,EWU,1187
20100506,EWY,4431
20100506,EWZ,NaN
20100506,FXI,3351
20100507,EWC,2371
20100507,EWG,1725
20100507,EWJ,918
20100507,EWQ,1781
20100507,EWU,1180
20100507,EWY,4445
20100507,EWZ,NaN
20100507,FXI,3394
20100510,EWC,2474
20100510,EWG,1816
20100510,EWJ,944
20100510,EWQ,1942
20100510,EWU,1244
20100510,EWY,4729
20100510,EWZ,NaN
20100510,FXI,3582
20100511,EWC,2488
20100511,EWG,1812
20100511,EWJ,923
20100511,EWQ,1913
20100511,EWU,1234
20100511,EWY,4642
20100511,EWZ,NaN
20100511,FXI,3517
20100512,EWC,2532
20100512,EWG,1855
20100512,EWJ,931
20100512,EWQ,1942
20100512,EWU,1245
20100512,EWY,4652
20100512,EWZ,NaN
20100512,FXI,3535
20100513,EWC,2505
20100513,EWG,1840
20100513,EWJ,924
20100513,EWQ,1907
20100513,EWU,1228
20100513,EWY,4678
20100513,EWZ,NaN
20100513,FXI,3516
20100514,EWC,2461
20100514,EWG,1782
20100514,EWJ,917
20100514,EWQ,1825
20100514,EWU,1189
20100514,EWY,4615
20100514,EWZ,NaN
20100514,FXI,3451
20100517,EWC,2432
20100517,EWG,1792
20100517,EWJ,915
20100517,EWQ,1823
20100517,EWU,1197
20100517,EWY,4555
20100517,EWZ,NaN
20100517,FXI,3433
20100518,EWC,2411
20100518,EWG,1765
20100518,EWJ,900
20100518,EWQ,1785
20100518,EWU,1168
20100518,EWY,4431
20100518,EWZ,NaN
20100518,FXI,3412
20100519,EWC,2382
20100519,EWG,1769
20100519,EWJ,906
20100519,EWQ,1815
20100519,EWU,1168
20100519,EWY,4386
20100519,EWZ,NaN
20100519,FXI,3406
20100520,EWC,2266
20100520,EWG,1717
20100520,EWJ,892
20100520,EWQ,1757
20100520,EWU,1121
20100520,EWY,4105
20100520,EWZ,NaN
20100520,FXI,3286
20100521,EWC,2309
20100521,EWG,1731
20100521,EWJ,901
20100521,EWQ,1796
20100521,EWU,1151
20100521,EWY,4180
20100521,EWZ,NaN
20100521,FXI,3392
20100524,EWC,2282
20100524,EWG,1688
20100524,EWJ,889
20100524,EWQ,1736
20100524,EWU,1132
20100524,EWY,4125
20100524,EWZ,NaN
20100524,FXI,3411
20100525,EWC,2287
20100525,EWG,1671
20100525,EWJ,883
20100525,EWQ,1728
20100525,EWU,1128
20100525,EWY,4000
20100525,EWZ,NaN
20100525,FXI,3370
20100526,EWC,2291
20100526,EWG,1645
20100526,EWJ,872
20100526,EWQ,1691
20100526,EWU,1122
20100526,EWY,3990
20100526,EWZ,NaN
20100526,FXI,3366
20100527,EWC,2373
20100527,EWG,1743
20100527,EWJ,893
20100527,EWQ,1813
20100527,EWU,1193
20100527,EWY,4248
20100527,EWZ,NaN
20100527,FXI,3527
20100528,EWC,2354
20100528,EWG,1723
20100528,EWJ,878
20100528,EWQ,1774
20100528,EWU,1170
20100528,EWY,4171
20100528,EWZ,NaN
20100528,FXI,3495
20100601,EWC,2326
20100601,EWG,1709
20100601,EWJ,876
20100601,EWQ,1744
20100601,EWU,1161
20100601,EWY,4123
20100601,EWZ,NaN
20100601,FXI,3416
20100602,EWC,2403
20100602,EWG,1745
20100602,EWJ,880
20100602,EWQ,1807
20100602,EWU,1192
20100602,EWY,4272
20100602,EWZ,NaN
20100602,FXI,3509
20100603,EWC,2398
20100603,EWG,1744
20100603,EWJ,878
20100603,EWQ,1802
20100603,EWU,1190
20100603,EWY,4311
20100603,EWZ,NaN
20100603,FXI,3489
20100604,EWC,2311
20100604,EWG,1665
20100604,EWJ,862
20100604,EWQ,1695
20100604,EWU,1144
20100604,EWY,4202
20100604,EWZ,NaN
20100604,FXI,3406
20100607,EWC,2291
20100607,EWG,1649
20100607,EWJ,848
20100607,EWQ,1676
20100607,EWU,1135
20100607,EWY,4124
20100607,EWZ,NaN
20100607,FXI,3373
20100608,EWC,2330
20100608,EWG,1662
20100608,EWJ,856
20100608,EWQ,1701
20100608,EWU,1142
20100608,EWY,4207
20100608,EWZ,NaN
20100608,FXI,3446
20100609,EWC,2319
20100609,EWG,1675
20100609,EWJ,857
20100609,EWQ,1690
20100609,EWU,1137
20100609,EWY,4161
20100609,EWZ,NaN
20100609,FXI,3471
20100610,EWC,2391
20100610,EWG,1743
20100610,EWJ,872
20100610,EWQ,1781
20100610,EWU,1182
20100610,EWY,4245
20100610,EWZ,NaN
20100610,FXI,3554
20100611,EWC,2391
20100611,EWG,1740
20100611,EWJ,870
20100611,EWQ,1798
20100611,EWU,1179
20100611,EWY,4276
20100611,EWZ,NaN
20100611,FXI,3574
20100614,EWC,2398
20100614,EWG,1754
20100614,EWJ,876
20100614,EWQ,1823
20100614,EWU,1189
20100614,EWY,4354
20100614,EWZ,NaN
20100614,FXI,3560
20100615,EWC,2462
20100615,EWG,1812
20100615,EWJ,891
20100615,EWQ,1899
20100615,EWU,1220
20100615,EWY,4467
20100615,EWZ,NaN
20100615,FXI,3642
20100616,EWC,2467
20100616,EWG,1804
20100616,EWJ,895
20100616,EWQ,1889
20100616,EWU,1218
20100616,EWY,4473
20100616,EWZ,NaN
20100616,FXI,3648
20100617,EWC,2467
20100617,EWG,1820
20100617,EWJ,893
20100617,EWQ,1899
20100617,EWU,1219
20100617,EWY,4456
20100617,EWZ,NaN
20100617,FXI,3606
20100618,EWC,2484
20100618,EWG,1819
20100618,EWJ,895
20100618,EWQ,1895
20100618,EWU,1218
20100618,EWY,4542
20100618,EWZ,NaN
20100618,FXI,3609
20100621,EWC,2474
20100621,EWG,1821
20100621,EWJ,902
20100621,EWQ,1890
20100621,EWU,1211
20100621,EWY,4634
20100621,EWZ,NaN
20100621,FXI,3735
20100622,EWC,2435
20100622,EWG,1805
20100622,EWJ,890
20100622,EWQ,1865
20100622,EWU,1198
20100622,EWY,4540
20100622,EWZ,NaN
20100622,FXI,3676
20100623,EWC,2413
20100623,EWG,1809
20100623,EWJ,887
20100623,EWQ,1869
20100623,EWU,1214
20100623,EWY,4548
20100623,EWZ,NaN
20100623,FXI,3704
20100624,EWC,2372
20100624,EWG,1789
20100624,EWJ,884
20100624,EWQ,1822
20100624,EWU,1193
20100624,EWY,4518
20100624,EWZ,NaN
20100624,FXI,3660
20100625,EWC,2393
20100625,EWG,1786
20100625,EWJ,888
20100625,EWQ,1823
20100625,EWU,1189
20100625,EWY,4519
20100625,EWZ,NaN
20100625,FXI,3697
20100628,EWC,2376
20100628,EWG,1779
20100628,EWJ,877
20100628,EWQ,1814
20100628,EWU,1209
20100628,EWY,4497
20100628,EWZ,NaN
20100628,FXI,3677
20100629,EWC,2266
20100629,EWG,1717
20100629,EWJ,856
20100629,EWQ,1738
20100629,EWU,1151
20100629,EWY,4297
20100629,EWZ,NaN
20100629,FXI,3529
20100630,EWC,2252
20100630,EWG,1707
20100630,EWJ,856
20100630,EWQ,1726
20100630,EWU,1130
20100630,EWY,4262
20100630,EWZ,NaN
20100630,FXI,3513
20100701,EWC,2228
20100701,EWG,1737
20100701,EWJ,859
20100701,EWQ,1758
20100701,EWU,1143
20100701,EWY,4282
20100701,EWZ,NaN
20100701,FXI,3535
20100702,EWC,2228
20100702,EWG,1723
20100702,EWJ,862
20100702,EWQ,1752
20100702,EWU,1148
20100702,EWY,4219
20100702,EWZ,NaN
20100702,FXI,3503
20100706,EWC,2247
20100706,EWG,1759
20100706,EWJ,880
20100706,EWQ,1786
20100706,EWU,1164
20100706,EWY,4333
20100706,EWZ,NaN
20100706,FXI,3569
20100707,EWC,2303
20100707,EWG,1801
20100707,EWJ,897
20100707,EWQ,1855
20100707,EWU,1205
20100707,EWY,4388
20100707,EWZ,NaN
20100707,FXI,3595
20100708,EWC,2322
20100708,EWG,1811
20100708,EWJ,899
20100708,EWQ,1884
20100708,EWU,1214
20100708,EWY,4433
20100708,EWZ,NaN
20100708,FXI,3587
20100709,EWC,2373
20100709,EWG,1813
20100709,EWJ,893
20100709,EWQ,1881
20100709,EWU,1215
20100709,EWY,4524
20100709,EWZ,NaN
20100709,FXI,3652
20100712,EWC,2367
20100712,EWG,1807
20100712,EWJ,889
20100712,EWQ,1875
20100712,EWU,1218
20100712,EWY,4532
20100712,EWZ,NaN
20100712,FXI,3633
20100713,EWC,2394
20100713,EWG,1856
20100713,EWJ,893
20100713,EWQ,1923
20100713,EWU,1248
20100713,EWY,4564
20100713,EWZ,NaN
20100713,FXI,3668
20100714,EWC,2382
20100714,EWG,1861
20100714,EWJ,900
20100714,EWQ,1921
20100714,EWU,1250
20100714,EWY,4610
20100714,EWZ,NaN
20100714,FXI,3634
20100715,EWC,2396
20100715,EWG,1882
20100715,EWJ,892
20100715,EWQ,1941
20100715,EWU,1262
20100715,EWY,4594
20100715,EWZ,NaN
20100715,FXI,3578
20100716,EWC,2325
20100716,EWG,1836
20100716,EWJ,870
20100716,EWQ,1876
20100716,EWU,1226
20100716,EWY,4421
20100716,EWZ,NaN
20100716,FXI,3478
20100719,EWC,2316
20100719,EWG,1844
20100719,EWJ,873
20100719,EWQ,1893
20100719,EWU,1230
20100719,EWY,4477
20100719,EWZ,NaN
20100719,FXI,3508
20100720,EWC,2359
20100720,EWG,1829
20100720,EWJ,878
20100720,EWQ,1887
20100720,EWU,1240
20100720,EWY,4558
20100720,EWZ,NaN
20100720,FXI,3604
20100721,EWC,2322
20100721,EWG,1795
20100721,EWJ,862
20100721,EWQ,1847
20100721,EWU,1229
20100721,EWY,4524
20100721,EWZ,NaN
20100721,FXI,3593
20100722,EWC,2375
20100722,EWG,1866
20100722,EWJ,878
20100722,EWQ,1935
20100722,EWU,1267
20100722,EWY,4608
20100722,EWZ,NaN
20100722,FXI,3692
20100723,EWC,2389
20100723,EWG,1884
20100723,EWJ,891
20100723,EWQ,1955
20100723,EWU,1284
20100723,EWY,4657
20100723,EWZ,NaN
20100723,FXI,3722
20100726,EWC,2406
20100726,EWG,1902
20100726,EWJ,892
20100726,EWQ,1973
20100726,EWU,1290
20100726,EWY,4725
20100726,EWZ,NaN
20100726,FXI,3714
20100727,EWC,2394
20100727,EWG,1908
20100727,EWJ,888
20100727,EWQ,1984
20100727,EWU,1305
20100727,EWY,4711
20100727,EWZ,NaN
20100727,FXI,3696
20100728,EWC,2385
20100728,EWG,1888
20100728,EWJ,898
20100728,EWQ,1976
20100728,EWU,1293
20100728,EWY,4677
20100728,EWZ,NaN
20100728,FXI,3697
20100729,EWC,2401
20100729,EWG,1889
20100729,EWJ,903
20100729,EWQ,1982
20100729,EWU,1293
20100729,EWY,4671
20100729,EWZ,NaN
20100729,FXI,3689
20100730,EWC,2414
20100730,EWG,1893
20100730,EWJ,896
20100730,EWQ,1977
20100730,EWU,1293
20100730,EWY,4676
20100730,EWZ,NaN
20100730,FXI,3702
20100802,EWC,2457
20100802,EWG,1956
20100802,EWJ,916
20100802,EWQ,2058
20100802,EWU,1339
20100802,EWY,4827
20100802,EWZ,NaN
20100802,FXI,3806
20100803,EWC,2443
20100803,EWG,1962
20100803,EWJ,912
20100803,EWQ,2058
20100803,EWU,1345
20100803,EWY,4846
20100803,EWZ,NaN
20100803,FXI,3769
20100804,EWC,2465
20100804,EWG,1971
20100804,EWJ,910
20100804,EWQ,2066
20100804,EWU,1346
20100804,EWY,4850
20100804,EWZ,NaN
20100804,FXI,3783
20100805,EWC,2453
20100805,EWG,1977
20100805,EWJ,909
20100805,EWQ,2069
20100805,EWU,1338
20100805,EWY,4824
20100805,EWZ,NaN
20100805,FXI,3773
20100806,EWC,2434
20100806,EWG,1981
20100806,EWJ,917
20100806,EWQ,2075
20100806,EWU,1346
20100806,EWY,4830
20100806,EWZ,NaN
20100806,FXI,3766
20100809,EWC,2443
20100809,EWG,1985
20100809,EWJ,918
20100809,EWQ,2080
20100809,EWU,1351
20100809,EWY,4846
20100809,EWZ,NaN
20100809,FXI,3790
20100810,EWC,2429
20100810,EWG,1962
20100810,EWJ,913
20100810,EWQ,2054
20100810,EWU,1342
20100810,EWY,4779
20100810,EWZ,NaN
20100810,FXI,3708
20100811,EWC,2345
20100811,EWG,1867
20100811,EWJ,882
20100811,EWQ,1942
20100811,EWU,1284
20100811,EWY,4584
20100811,EWZ,NaN
20100811,FXI,3604
20100812,EWC,2336
20100812,EWG,1852
20100812,EWJ,879
20100812,EWQ,1928
20100812,EWU,1289
20100812,EWY,4562
20100812,EWZ,NaN
20100812,FXI,3592
20100813,EWC,2333
20100813,EWG,1837
20100813,EWJ,878
20100813,EWQ,1910
20100813,EWU,1293
20100813,EWY,4603
20100813,EWZ,NaN
20100813,FXI,3596
20100816,EWC,2329
20100816,EWG,1845
20100816,EWJ,885
20100816,EWQ,1917
20100816,EWU,1297
20100816,EWY,4610
20100816,EWZ,NaN
20100816,FXI,3636
20100817,EWC,2396
20100817,EWG,1876
20100817,EWJ,889
20100817,EWQ,1955
20100817,EWU,1308
20100817,EWY,4694
20100817,EWZ,NaN
20100817,FXI,3666
20100818,EWC,2415
20100818,EWG,1876
20100818,EWJ,895
20100818,EWQ,1951
20100818,EWU,1304
20100818,EWY,4711
20100818,EWZ,NaN
20100818,FXI,3655
20100819,EWC,2382
20100819,EWG,1837
20100819,EWJ,893
20100819,EWQ,1903
20100819,EWU,1275
20100819,EWY,4718
20100819,EWZ,NaN
20100819,FXI,3631
20100820,EWC,2362
20100820,EWG,1800
20100820,EWJ,885
20100820,EWQ,1870
20100820,EWU,1267
20100820,EWY,4695
20100820,EWZ,NaN
20100820,FXI,3639
20100823,EWC,2348
20100823,EWG,1791
20100823,EWJ,879
20100823,EWQ,1869
20100823,EWU,1272
20100823,EWY,4668
20100823,EWZ,NaN
20100823,FXI,3589
20100824,EWC,2302
20100824,EWG,1767
20100824,EWJ,878
20100824,EWQ,1839
20100824,EWU,1250
20100824,EWY,4603
20100824,EWZ,NaN
20100824,FXI,3553
20100825,EWC,2315
20100825,EWG,1764
20100825,EWJ,876
20100825,EWQ,1835
20100825,EWU,1248
20100825,EWY,4537
20100825,EWZ,NaN
20100825,FXI,3551
20100826,EWC,2321
20100826,EWG,1759
20100826,EWJ,875
20100826,EWQ,1832
20100826,EWU,1252
20100826,EWY,4513
20100826,EWZ,NaN
20100826,FXI,3521
20100827,EWC,2383
20100827,EWG,1790
20100827,EWJ,886
20100827,EWQ,1872
20100827,EWU,1275
20100827,EWY,4576
20100827,EWZ,NaN
20100827,FXI,3588
20100830,EWC,2373
20100830,EWG,1753
20100830,EWJ,883
20100830,EWQ,1830
20100830,EWU,1252
20100830,EWY,4568
20100830,EWZ,NaN
20100830,FXI,3534
20100831,EWC,2363
20100831,EWG,1762
20100831,EWJ,873
20100831,EWQ,1840
20100831,EWU,1257
20100831,EWY,4556
20100831,EWZ,NaN
20100831,FXI,3527
20100901,EWC,2412
20100901,EWG,1832
20100901,EWJ,897
20100901,EWQ,1926
20100901,EWU,1299
20100901,EWY,4732
20100901,EWZ,NaN
20100901,FXI,3618
20100902,EWC,2432
20100902,EWG,1846
20100902,EWJ,894
20100902,EWQ,1955
20100902,EWU,1305
20100902,EWY,4734
20100902,EWZ,NaN
20100902,FXI,3655
20100903,EWC,2465
20100903,EWG,1869
20100903,EWJ,901
20100903,EWQ,1982
20100903,EWU,1324
20100903,EWY,4775
20100903,EWZ,NaN
20100903,FXI,3676
20100907,EWC,2445
20100907,EWG,1831
20100907,EWJ,901
20100907,EWQ,1923
20100907,EWU,1302
20100907,EWY,4724
20100907,EWZ,NaN
20100907,FXI,3639
20100908,EWC,2455
20100908,EWG,1841
20100908,EWJ,902
20100908,EWQ,1947
20100908,EWU,1317
20100908,EWY,4766
20100908,EWZ,NaN
20100908,FXI,3656
20100909,EWC,2462
20100909,EWG,1855
20100909,EWJ,905
20100909,EWQ,1966
20100909,EWU,1329
20100909,EWY,4813
20100909,EWZ,NaN
20100909,FXI,3673
20100910,EWC,2466
20100910,EWG,1864
20100910,EWJ,912
20100910,EWQ,1977
20100910,EWU,1332
20100910,EWY,4854
20100910,EWZ,NaN
20100910,FXI,3662
20100913,EWC,2500
20100913,EWG,1902
20100913,EWJ,921
20100913,EWQ,2027
20100913,EWU,1351
20100913,EWY,4920
20100913,EWZ,NaN
20100913,FXI,3764
20100914,EWC,2507
20100914,EWG,1924
20100914,EWJ,924
20100914,EWQ,2046
20100914,EWU,1359
20100914,EWY,4916
20100914,EWZ,NaN
20100914,FXI,3780
20100915,EWC,2499
20100915,EWG,1928
20100915,EWJ,922
20100915,EWQ,2049
20100915,EWU,1366
20100915,EWY,4937
20100915,EWZ,NaN
20100915,FXI,3755
20100916,EWC,2505
20100916,EWG,1936
20100916,EWJ,910
20100916,EWQ,2050
20100916,EWU,1367
20100916,EWY,4884
20100916,EWZ,NaN
20100916,FXI,3734
20100917,EWC,2493
20100917,EWG,1917
20100917,EWJ,907
20100917,EWQ,2030
20100917,EWU,1356
20100917,EWY,4898
20100917,EWZ,NaN
20100917,FXI,3767
20100920,EWC,2515
20100920,EWG,1948
20100920,EWJ,923
20100920,EWQ,2076
20100920,EWU,1378
20100920,EWY,4981
20100920,EWZ,NaN
20100920,FXI,3814
20100921,EWC,2509
20100921,EWG,1967
20100921,EWJ,913
20100921,EWQ,2092
20100921,EWU,1372
20100921,EWY,4993
20100921,EWZ,NaN
20100921,FXI,3811
20100922,EWC,2489
20100922,EWG,1972
20100922,EWJ,910
20100922,EWQ,2095
20100922,EWU,1373
20100922,EWY,4997
20100922,EWZ,NaN
20100922,FXI,3789
20100923,EWC,2472
20100923,EWG,1940
20100923,EWJ,906
20100923,EWQ,2050
20100923,EWU,1359
20100923,EWY,4938
20100923,EWZ,NaN
20100923,FXI,3761
20100924,EWC,2517
20100924,EWG,2010
20100924,EWJ,918
20100924,EWQ,2134
20100924,EWU,1396
20100924,EWY,5031
20100924,EWZ,NaN
20100924,FXI,3847
20100927,EWC,2504
20100927,EWG,1999
20100927,EWJ,923
20100927,EWQ,2115
20100927,EWU,1391
20100927,EWY,5022
20100927,EWZ,NaN
20100927,FXI,3827
20100928,EWC,2518
20100928,EWG,2016
20100928,EWJ,927
20100928,EWQ,2141
20100928,EWU,1393
20100928,EWY,5042
20100928,EWZ,NaN
20100928,FXI,3815
20100929,EWC,2525
20100929,EWG,2012
20100929,EWJ,931
20100929,EWQ,2131
20100929,EWU,1386
20100929,EWY,5067
20100929,EWZ,NaN
20100929,FXI,3835
20100930,EWC,2538
20100930,EWG,2008
20100930,EWJ,920
20100930,EWQ,2117
20100930,EWU,1375
20100930,EWY,5099
20100930,EWZ,NaN
20100930,FXI,3844
20101001,EWC,2565
20101001,EWG,2027
20101001,EWJ,922
20101001,EWQ,2132
20101001,EWU,1398
20101001,EWY,5190
20101001,EWZ,NaN
20101001,FXI,3869
20101004,EWC,2548
20101004,EWG,1986
20101004,EWJ,904
20101004,EWQ,2091
20101004,EWU,1388
20101004,EWY,5202
20101004,EWZ,NaN
20101004,FXI,3892
20101005,EWC,2600
20101005,EWG,2040
20101005,EWJ,933
20101005,EWQ,2170
20101005,EWU,1415
20101005,EWY,5259
20101005,EWZ,NaN
20101005,FXI,3974
20101006,EWC,2616
20101006,EWG,2062
20101006,EWJ,943
20101006,EWQ,2194
20101006,EWU,1423
20101006,EWY,5336
20101006,EWZ,NaN
20101006,FXI,3972
20101007,EWC,2585
20101007,EWG,2059
20101007,EWJ,947
20101007,EWQ,2195
20101007,EWU,1417
20101007,EWY,5288
20101007,EWZ,NaN
20101007,FXI,3938
20101008,EWC,2617
20101008,EWG,2071
20101008,EWJ,952
20101008,EWQ,2201
20101008,EWU,1426
20101008,EWY,5308
20101008,EWZ,NaN
20101008,FXI,3986
20101011,EWC,2625
20101011,EWG,2067
20101011,EWJ,950
20101011,EWQ,2190
20101011,EWU,1423
20101011,EWY,5259
20101011,EWZ,NaN
20101011,FXI,4024
20101012,EWC,2626
20101012,EWG,2077
20101012,EWJ,942
20101012,EWQ,2195
20101012,EWU,1418
20101012,EWY,5179
20101012,EWZ,NaN
20101012,FXI,4011
20101013,EWC,2662
20101013,EWG,2118
20101013,EWJ,944
20101013,EWQ,2229
20101013,EWU,1436
20101013,EWY,5242
20101013,EWZ,NaN
20101013,FXI,4106
20101014,EWC,2650
20101014,EWG,2148
20101014,EWJ,951
20101014,EWQ,2252
20101014,EWU,1443
20101014,EWY,5283
20101014,EWZ,NaN
20101014,FXI,4119
20101015,EWC,2633
20101015,EWG,2144
20101015,EWJ,943
20101015,EWQ,2241
20101015,EWU,1441
20101015,EWY,5304
20101015,EWZ,NaN
20101015,FXI,4148
20101018,EWC,2626
20101018,EWG,2167
20101018,EWJ,950
20101018,EWQ,2245
20101018,EWU,1446
20101018,EWY,5339
20101018,EWZ,NaN
20101018,FXI,4159
20101019,EWC,2572
20101019,EWG,2100
20101019,EWJ,942
20101019,EWQ,2184
20101019,EWU,1410
20101019,EWY,5033
20101019,EWZ,NaN
20101019,FXI,4061
20101020,EWC,2608
20101020,EWG,2153
20101020,EWJ,949
20101020,EWQ,2237
20101020,EWU,1427
20101020,EWY,5146
20101020,EWZ,NaN
20101020,FXI,4146
20101021,EWC,2593
20101021,EWG,2169
20101021,EWJ,937
20101021,EWQ,2248
20101021,EWU,1419
20101021,EWY,5146
20101021,EWZ,NaN
20101021,FXI,4142
20101022,EWC,2588
20101022,EWG,2175
20101022,EWJ,944
20101022,EWQ,2255
20101022,EWU,1424
20101022,EWY,5215
20101022,EWZ,NaN
20101022,FXI,4100
20101025,EWC,2615
20101025,EWG,2193
20101025,EWJ,945
20101025,EWQ,2261
20101025,EWU,1425
20101025,EWY,5304
20101025,EWZ,NaN
20101025,FXI,4149
20101026,EWC,2608
20101026,EWG,2173
20101026,EWJ,936
20101026,EWQ,2240
20101026,EWU,1427
20101026,EWY,5289
20101026,EWZ,NaN
20101026,FXI,4145
20101027,EWC,2577
20101027,EWG,2148
20101027,EWJ,933
20101027,EWQ,2213
20101027,EWU,1411
20101027,EWY,5196
20101027,EWZ,NaN
20101027,FXI,4047
20101028,EWC,2589
20101028,EWG,2174
20101028,EWJ,936
20101028,EWQ,2239
20101028,EWU,1428
20101028,EWY,5247
20101028,EWZ,NaN
20101028,FXI,4050
20101029,EWC,2618
20101029,EWG,2175
20101029,EWJ,932
20101029,EWQ,2235
20101029,EWU,1433
20101029,EWY,5185
20101029,EWZ,NaN
20101029,FXI,4037
20101101,EWC,2628
20101101,EWG,2163
20101101,EWJ,923
20101101,EWQ,2220
20101101,EWU,1439
20101101,EWY,5277
20101101,EWZ,NaN
20101101,FXI,4078
20101102,EWC,2645
20101102,EWG,2206
20101102,EWJ,929
20101102,EWQ,2270
20101102,EWU,1455
20101102,EWY,5339
20101102,EWZ,NaN
20101102,FXI,4131
20101103,EWC,2651
20101103,EWG,2217
20101103,EWJ,932
20101103,EWQ,2285
20101103,EWU,1465
20101103,EWY,5414
20101103,EWZ,NaN
20101103,FXI,4219
20101104,EWC,2710
20101104,EWG,2261
20101104,EWJ,954
20101104,EWQ,2339
20101104,EWU,1509
20101104,EWY,5509
20101104,EWZ,NaN
20101104,FXI,4298
20101105,EWC,2717
20101105,EWG,2242
20101105,EWJ,962
20101105,EWQ,2309
20101105,EWU,1501
20101105,EWY,5476
20101105,EWZ,NaN
20101105,FXI,4294
20101108,EWC,2730
20101108,EWG,2227
20101108,EWJ,962
20101108,EWQ,2290
20101108,EWU,1488
20101108,EWY,5446
20101108,EWZ,NaN
20101108,FXI,4303
20101109,EWC,2702
20101109,EWG,2202
20101109,EWJ,956
20101109,EWQ,2263
20101109,EWU,1472
20101109,EWY,5410
20101109,EWZ,NaN
20101109,FXI,4211
20101110,EWC,2721
20101110,EWG,2197
20101110,EWJ,967
20101110,EWQ,2264
20101110,EWU,1478
20101110,EWY,5494
20101110,EWZ,NaN
20101110,FXI,4241
20101111,EWC,2712
20101111,EWG,2174
20101111,EWJ,961
20101111,EWQ,2223
20101111,EWU,1477
20101111,EWY,5463
20101111,EWZ,NaN
20101111,FXI,4260
20101112,EWC,2661
20101112,EWG,2169
20101112,EWJ,954
20101112,EWQ,2200
20101112,EWU,1468
20101112,EWY,5287
20101112,EWZ,NaN
20101112,FXI,4131
20101115,EWC,2659
20101115,EWG,2172
20101115,EWJ,954
20101115,EWQ,2198
20101115,EWU,1463
20101115,EWY,5288
20101115,EWZ,NaN
20101115,FXI,4078
20101116,EWC,2594
20101116,EWG,2123
20101116,EWJ,937
20101116,EWQ,2134
20101116,EWU,1419
20101116,EWY,5166
